date,time,y,co_gt,nhmc,c6h6,s2,nox,s3,no2,s4,s5,t,rh,ah,level
10/20/2004,8:00:00,1715,-200.0,-200.0,37.9,1728.0,-200.0,371.0,-200.0,,2004.0,19.9,69.9,1.6036,Very low
8/6/2004,16:00:00,1103,2.5,-200.0,11.6,,110.0,672.0,111.0,1834.0,1005.0,31.5,43.5,1.9797,High
4/26/2004,8:00:00,1033,2.1,235.0,8.9,934.0,134.0,917.0,89.0,1490.0,844.0,15.0,41.7,0.7093,High
6/7/2004,21:00:00,1004,2.0,-200.0,10.9,1011.0,108.0,867.0,116.0,1754.0,893.0,24.6,41.9,1.2752,High
2/20/2005,7:00:00,920,0.5,-200.0,1.1,506.0,61.0,1142.0,56.0,905.0,453.0,7.8,55.7,0.5914,Low
2/17/2005,14:00:00,1086,1.8,-200.0,6.8,850.0,233.0,723.0,143.0,1072.0,901.0,8.9,45.5,0.5208,High
6/11/2004,1:00:00,919,1.1,-200.0,7.5,880.0,70.0,,86.0,1628.0,1013.0,24.2,39.5,1.1764,High
4/27/2004,16:00:00,1145,2.2,259.0,12.5,1066.0,120.0,903.0,99.0,1592.0,885.0,27.2,22.1,0.7811,High
5/2/2004,2:00:00,938,0.9,-200.0,5.5,789.0,38.0,989.0,55.0,1536.0,864.0,16.4,62.2,1.1507,
10/25/2004,6:00:00,1020,1.2,-200.0,7.2,866.0,253.0,749.0,59.0,1440.0,1087.0,15.8,79.6,1.4169999999999998,High
9/21/2004,19:00:00,1422,5.4,-200.0,28.7,1520.0,531.0,494.0,210.0,2087.0,1624.0,26.7,42.3,1.4618,High
6/8/2004,2:00:00,780,0.5,-200.0,2.5,621.0,26.0,1277.0,42.0,1452.0,586.0,20.5,54.3,1.2926,Low
5/17/2004,3:00:00,771,0.4,-200.0,1.4,533.0,-200.0,,-200.0,1110.0,360.0,17.4,30.2,0.5945,Low
11/27/2004,21:00:00,1380,4.6,-200.0,15.5,,667.0,573.0,130.0,1547.0,1485.0,13.7,72.5,1.1326,High
12/18/2004,10:00:00,1228,3.3,-200.0,15.7,,567.0,596.0,153.0,1375.0,1332.0,12.6,54.0,0.784,High
6/5/2004,23:00:00,1008,,-200.0,8.0,900.0,55.0,907.0,67.0,1681.0,850.0,21.6,53.6,1.3674,High
8/29/2004,21:00:00,1062,-200.0,-200.0,8.6,923.0,-200.0,697.0,-200.0,1602.0,839.0,27.0,43.0,1.5118,Very low
11/7/2004,3:00:00,914,1.2,-200.0,4.6,741.0,-200.0,891.0,-200.0,1210.0,803.0,17.1,59.2,1.1477,High
9/30/2004,18:00:00,1673,6.3,-200.0,34.0,,572.0,436.0,182.0,2259.0,1781.0,,50.0,,High
6/14/2004,4:00:00,724,-200.0,-200.0,0.5,448.0,12.0,1917.0,18.0,1256.0,346.0,19.1,50.7,1.109,Very low
2/18/2005,7:00:00,951,0.7,-200.0,1.8,568.0,128.0,1021.0,90.0,888.0,578.0,6.4,,0.4886,Low
12/10/2004,13:00:00,920,1.8,-200.0,8.1,903.0,306.0,849.0,114.0,1011.0,853.0,18.1,21.3,0.4396,High
12/1/2004,5:00:00,844,0.6,-200.0,2.5,618.0,100.0,2095.0,63.0,1064.0,757.0,8.3,80.4,0.8861,Low
3/15/2004,2:00:00,1224,1.8,66.0,7.0,855.0,108.0,998.0,88.0,,,13.4,61.3,0.9361,High
9/22/2004,3:00:00,826,0.5,-200.0,2.4,612.0,-200.0,1111.0,-200.0,1304.0,605.0,19.8,65.3,1.4894,Low
6/16/2004,6:00:00,936,1.0,-200.0,6.8,849.0,70.0,882.0,61.0,1640.0,886.0,20.6,57.4,1.3753,Moderate
8/8/2004,4:00:00,813,0.6,-200.0,2.4,609.0,22.0,1017.0,33.0,1473.0,615.0,23.9,61.2,1.7871,Low
4/8/2004,8:00:00,1512,5.1,802.0,27.1,1482.0,308.0,596.0,118.0,2189.0,1605.0,9.9,64.3,0.7859,High
10/11/2004,13:00:00,1257,3.1,-200.0,18.3,1248.0,368.0,557.0,87.0,1837.0,1179.0,20.2,67.4,,High
6/12/2004,9:00:00,1123,1.9,-200.0,13.1,1088.0,157.0,,92.0,1789.0,,24.0,36.6,1.0772,High
6/18/2004,5:00:00,775,0.4,-200.0,2.6,628.0,27.0,1178.0,36.0,1437.0,554.0,21.9,50.1,1.3002,Low
10/10/2004,4:00:00,941,-200.0,-200.0,3.6,686.0,50.0,942.0,38.0,1406.0,549.0,,64.0,1.7507,Very low
4/10/2004,11:00:00,1063,2.1,114.0,7.5,877.0,115.0,971.0,89.0,1481.0,811.0,18.0,38.4,0.7862,High
1/23/2005,15:00:00,1138,-200.0,-200.0,9.0,940.0,328.0,706.0,169.0,1088.0,1359.0,8.3,41.3,0.4533,Very low
1/1/2005,7:00:00,974,1.4,-200.0,4.5,736.0,168.0,888.0,97.0,945.0,966.0,3.0,60.7,0.4667,High
3/13/2004,10:00:00,1447,3.2,160.0,12.9,1081.0,250.0,869.0,126.0,1667.0,,12.4,51.2,0.7335,High
5/20/2004,0:00:00,1164,1.5,-200.0,8.2,908.0,90.0,821.0,102.0,1574.0,1019.0,18.5,50.1,1.0539,High
9/7/2004,9:00:00,1081,2.1,-200.0,10.2,983.0,145.0,,64.0,1546.0,1079.0,27.3,38.3,1.3669,High
9/10/2004,4:00:00,866,,,2.9,644.0,49.0,1162.0,41.0,1218.0,629.0,24.5,38.5,1.1688,Low
8/20/2004,4:00:00,795,-200.0,-200.0,1.0,494.0,-200.0,1398.0,-200.0,1353.0,400.0,28.9,48.4,1.8982,Very low
9/18/2004,20:00:00,1040,2.0,-200.0,9.2,946.0,234.0,827.0,116.0,1424.0,952.0,24.7,37.1,1.1397,
1/12/2005,23:00:00,1216,2.5,-200.0,11.1,1020.0,377.0,605.0,133.0,1337.0,1379.0,10.0,73.2,0.8988,High
9/1/2004,23:00:00,1055,1.9,-200.0,11.6,1037.0,225.0,635.0,125.0,1632.0,1161.0,25.3,41.7,1.3247,
5/14/2004,0:00:00,1246,2.5,-200.0,15.0,1150.0,152.0,654.0,107.0,1873.0,1354.0,17.3,57.8,1.1298,High
9/10/2004,16:00:00,1110,2.5,,13.4,1098.0,365.0,882.0,153.0,1450.0,1009.0,34.9,18.4,,High
2/16/2005,13:00:00,997,1.5,-200.0,6.3,825.0,226.0,790.0,139.0,948.0,852.0,9.6,31.3,0.3763,High
8/22/2004,14:00:00,717,-200.0,-200.0,1.8,570.0,-200.0,1326.0,-200.0,1110.0,368.0,33.3,17.1,0.8592,Very low
10/9/2004,13:00:00,1430,3.3,-200.0,16.2,1187.0,,539.0,94.0,1812.0,1339.0,29.0,43.9,1.7309,High
4/21/2004,2:00:00,863,-200.0,-200.0,3.2,,-200.0,1172.0,,1381.0,808.0,13.2,61.7,,Very low
12/23/2004,10:00:00,1135,3.4,-200.0,12.8,,491.0,685.0,171.0,1120.0,1396.0,4.3,49.4,0.4138,High
12/30/2004,12:00:00,881,-200.0,-200.0,,734.0,-200.0,961.0,-200.0,925.0,636.0,12.6,31.7,0.4613,Very low
7/9/2004,1:00:00,1355,2.3,,16.6,1198.0,129.0,564.0,109.0,1905.0,1714.0,27.7,41.9,1.537,High
1/22/2005,4:00:00,1297,0.5,-200.0,11.5,1032.0,388.0,605.0,126.0,1297.0,1300.0,,77.8,0.7848,Low
7/24/2004,7:00:00,1062,1.0,-200.0,8.1,902.0,69.0,733.0,65.0,1715.0,1055.0,25.2,49.1,1.5546,Moderate
1/22/2005,12:00:00,1432,,-200.0,15.0,1150.0,547.0,,204.0,1393.0,1818.0,14.0,52.0,0.8288,Moderate
12/4/2004,11:00:00,1015,1.5,,6.5,835.0,260.0,796.0,94.0,1263.0,911.0,12.4,80.1,1.1462,High
5/27/2004,18:00:00,1320,-200.0,-200.0,24.8,1423.0,-200.0,767.0,-200.0,1986.0,1385.0,27.0,23.5,0.8256,Very low
12/7/2004,6:00:00,886,0.8,-200.0,2.8,641.0,146.0,1082.0,67.0,1098.0,783.0,14.1,60.6,0.9715,Low
11/9/2004,12:00:00,1007,-200.0,-200.0,10.6,1000.0,-200.0,727.0,-200.0,1197.0,1210.0,11.3,46.5,0.6194,Very low
12/15/2004,10:00:00,-200,4.9,-200.0,,-200.0,803.0,-200.0,167.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
8/16/2004,7:00:00,924,1.3,-200.0,8.5,920.0,92.0,,62.0,1534.0,946.0,22.2,45.0,1.1867,High
2/22/2005,6:00:00,987,0.9,-200.0,2.6,628.0,170.0,929.0,117.0,1035.0,,3.4,,0.664,Low
6/9/2004,19:00:00,1357,4.6,-200.0,25.6,1445.0,295.0,620.0,206.0,,1622.0,33.7,27.7,1.4213,High
5/23/2004,7:00:00,988,0.8,-200.0,4.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668,Low
10/14/2004,15:00:00,1130,-200.0,-200.0,11.3,1024.0,-200.0,,-200.0,1537.0,1177.0,21.9,44.9,1.1635,Very low
9/1/2004,6:00:00,1039,1.3,-200.0,8.5,921.0,268.0,687.0,92.0,1556.0,1115.0,19.8,64.3,1.4678,High
5/17/2004,2:00:00,773,0.5,-200.0,1.8,568.0,25.0,1474.0,37.0,1113.0,392.0,18.4,27.6,0.5799,Low
9/12/2004,2:00:00,1108,-200.0,-200.0,8.4,917.0,-200.0,797.0,-200.0,1495.0,1129.0,22.0,,1.4585,Very low
4/6/2004,23:00:00,1012,1.1,94.0,4.8,752.0,66.0,1053.0,74.0,1393.0,649.0,15.7,47.0,0.8325,High
10/20/2004,10:00:00,1494,-200.0,-200.0,23.1,1379.0,-200.0,467.0,-200.0,1965.0,1723.0,23.0,61.8,1.7135,Very low
8/12/2004,16:00:00,942,1.1,-200.0,5.7,800.0,52.0,877.0,69.0,1567.0,581.0,38.1,26.3,1.7252,High
12/26/2004,19:00:00,1423,,-200.0,14.0,1116.0,550.0,553.0,146.0,1531.0,1369.0,,75.4,1.0768,High
4/26/2004,20:00:00,1081,2.6,236.0,9.3,950.0,124.0,907.0,109.0,1496.0,924.0,17.3,38.8,0.7584,High
4/5/2004,0:00:00,1102,-200.0,-200.0,4.7,750.0,-200.0,1007.0,,1470.0,613.0,14.7,64.4,1.0717,Very low
8/18/2004,8:00:00,1040,-200.0,-200.0,11.2,1022.0,-200.0,713.0,-200.0,1624.0,998.0,27.3,36.8,1.3189,Very low
10/24/2004,13:00:00,1000,1.1,-200.0,5.9,807.0,95.0,,52.0,1376.0,825.0,25.3,46.7,1.4874,High
7/6/2004,9:00:00,1257,3.4,-200.0,17.6,1227.0,308.0,611.0,162.0,1954.0,1608.0,26.7,39.4,1.3556,High
4/28/2004,5:00:00,856,0.5,,2.5,619.0,,1191.0,39.0,1345.0,677.0,16.3,52.8,,Low
8/6/2004,0:00:00,1058,-200.0,-200.0,7.2,,93.0,731.0,80.0,,1048.0,22.1,72.6,1.9105,Very low
6/19/2004,2:00:00,861,0.6,-200.0,4.3,729.0,39.0,,62.0,,689.0,23.8,47.3,1.3783,Low
11/10/2004,10:00:00,969,1.6,-200.0,6.7,843.0,354.0,857.0,165.0,1213.0,821.0,6.9,86.0,0.8632,High
5/13/2004,17:00:00,1390,4.6,-200.0,22.6,1368.0,,605.0,148.0,2092.0,1494.0,20.3,,1.0114,High
4/11/2004,15:00:00,854,0.9,48.0,3.1,658.0,42.0,1409.0,46.0,1108.0,369.0,22.0,19.0,0.4969,Low
9/19/2004,17:00:00,1303,4.3,-200.0,20.7,1317.0,329.0,,151.0,1816.0,1196.0,33.2,25.4,1.2722,High
8/8/2004,3:00:00,886,0.9,-200.0,4.6,744.0,-200.0,869.0,-200.0,1590.0,700.0,24.1,61.8,1.8339,Low
7/8/2004,18:00:00,1440,3.5,,19.4,1281.0,253.0,580.0,178.0,2021.0,,36.4,27.3,1.6308,High
10/26/2004,12:00:00,1477,4.4,-200.0,26.7,1471.0,624.0,455.0,146.0,2031.0,1750.0,22.6,54.5,1.4737,High
7/6/2004,6:00:00,1077,1.6,,10.2,985.0,165.0,742.0,97.0,1780.0,1170.0,21.8,52.5,1.3529,
5/27/2004,6:00:00,963,-200.0,-200.0,6.5,836.0,-200.0,1085.0,-200.0,1429.0,920.0,16.0,47.9,0.8659,Very low
12/31/2004,11:00:00,909,-200.0,-200.0,4.5,737.0,-200.0,909.0,-200.0,941.0,753.0,10.8,36.3,0.4712,Very low
5/18/2004,5:00:00,903,0.5,-200.0,3.1,656.0,38.0,,37.0,1361.0,618.0,17.0,44.6,0.8593,Low
1/22/2005,17:00:00,951,-200.0,-200.0,7.1,862.0,256.0,823.0,138.0,972.0,961.0,14.4,25.7,0.4193,Very low
3/15/2004,19:00:00,2040,8.0,685.0,39.2,1754.0,404.0,542.0,,2679.0,2122.0,20.4,42.5,,High
9/6/2004,1:00:00,921,1.0,-200.0,3.2,666.0,-200.0,954.0,-200.0,1288.0,480.0,24.8,40.1,1.2378,Moderate
9/20/2004,14:00:00,1103,2.6,-200.0,11.8,1044.0,283.0,757.0,125.0,1523.0,967.0,30.5,29.3,1.2612,High
5/6/2004,1:00:00,835,0.9,-200.0,3.4,674.0,46.0,1201.0,58.0,1416.0,488.0,12.0,75.0,1.0499,Low
1/9/2005,7:00:00,919,0.5,-200.0,1.6,552.0,55.0,1063.0,46.0,1080.0,522.0,13.2,64.2,0.9664,Low
1/30/2005,8:00:00,805,0.5,-200.0,0.7,465.0,74.0,1358.0,62.0,736.0,382.0,2.7,43.2,0.3259,Low
5/14/2004,6:00:00,1033,1.5,-200.0,8.4,917.0,118.0,882.0,95.0,1617.0,905.0,17.2,52.3,1.0169,High
3/20/2004,9:00:00,1348,,-200.0,10.5,998.0,147.0,834.0,102.0,1689.0,1218.0,14.6,53.1,0.8765,High
10/4/2004,23:00:00,1011,-200.0,-200.0,7.4,,,787.0,-200.0,1446.0,1012.0,20.6,60.9,1.4642,Very low
1/26/2005,16:00:00,902,0.3,-200.0,,721.0,203.0,924.0,133.0,900.0,666.0,5.7,43.1,0.3984,Low
3/25/2004,23:00:00,979,1.2,67.0,4.5,736.0,75.0,,92.0,1324.0,769.0,9.9,59.5,0.7276,High
2/12/2005,14:00:00,1570,3.8,-200.0,17.5,1224.0,575.0,468.0,216.0,1448.0,2020.0,11.0,51.4,0.6746,High
8/19/2004,7:00:00,1083,1.4,,7.8,889.0,72.0,725.0,56.0,1734.0,918.0,27.6,52.1,1.8936,High
6/2/2004,8:00:00,984,-200.0,-200.0,6.9,854.0,73.0,964.0,43.0,1751.0,885.0,20.8,62.0,1.5002,Very low
3/28/2004,2:00:00,1135,1.7,95.0,6.3,827.0,87.0,1013.0,79.0,1395.0,1070.0,9.3,62.2,0.7294,High
6/8/2004,12:00:00,1146,2.5,,15.7,1171.0,168.0,761.0,124.0,1902.0,1138.0,33.7,25.5,1.3095,High
11/19/2004,8:00:00,1478,4.8,-200.0,20.5,1310.0,633.0,492.0,194.0,1775.0,1542.0,14.7,63.1,1.0513,High
5/28/2004,0:00:00,975,,,7.8,892.0,-200.0,1015.0,-200.0,1480.0,890.0,19.4,40.7,0.9045,Very low
8/18/2004,2:00:00,935,-200.0,-200.0,5.4,782.0,-200.0,847.0,-200.0,1428.0,867.0,24.4,42.5,1.2854,Very low
6/14/2004,0:00:00,785,0.7,-200.0,2.0,582.0,33.0,1377.0,45.0,1311.0,417.0,19.4,45.9,1.0242,Low
11/20/2004,4:00:00,714,-200.0,-200.0,2.3,605.0,146.0,1278.0,94.0,738.0,594.0,9.7,22.5,0.2698,Very low
8/13/2004,19:00:00,926,1.2,-200.0,5.9,,60.0,901.0,78.0,1511.0,524.0,29.4,34.4,1.3899,High
8/20/2004,19:00:00,984,,-200.0,5.7,800.0,-200.0,836.0,-200.0,1607.0,610.0,30.8,,1.8761,Very low
8/28/2004,1:00:00,-200,0.7,-200.0,-200.0,-200.0,41.0,-200.0,58.0,-200.0,-200.0,-200.0,-200.0,-200.0,Low
5/13/2004,7:00:00,1133,2.0,-200.0,9.4,,174.0,815.0,106.0,1652.0,944.0,16.2,,1.0151,High
10/1/2004,20:00:00,1424,-200.0,-200.0,19.9,1293.0,-200.0,524.0,-200.0,1902.0,1550.0,22.8,58.1,1.5951,Very low
5/6/2004,16:00:00,1272,3.6,-200.0,14.6,1136.0,209.0,730.0,139.0,1869.0,1077.0,12.7,74.2,1.0863,High
4/9/2004,7:00:00,-200,2.6,196.0,-200.0,-200.0,250.0,-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,High
7/25/2004,0:00:00,1163,1.7,-200.0,,893.0,90.0,706.0,83.0,1760.0,977.0,,69.3,2.0042,High
1/29/2005,7:00:00,801,0.5,-200.0,0.9,494.0,73.0,1324.0,58.0,754.0,395.0,1.6,51.0,0.3561,Low
2/20/2005,6:00:00,918,0.5,-200.0,1.0,501.0,42.0,1148.0,40.0,881.0,420.0,8.0,54.7,0.5883,Low
2/11/2005,23:00:00,1463,,-200.0,12.6,1069.0,422.0,530.0,192.0,1279.0,1967.0,7.1,,0.5885,High
12/15/2004,22:00:00,-200,2.1,-200.0,-200.0,-200.0,303.0,-200.0,105.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
11/28/2004,0:00:00,1250,,-200.0,10.3,989.0,327.0,665.0,,1343.0,1204.0,10.6,79.4,1.0133,High
5/18/2004,18:00:00,1443,4.4,-200.0,22.7,1371.0,221.0,664.0,160.0,1988.0,1425.0,27.5,24.7,0.8899,High
11/27/2004,5:00:00,1189,2.0,-200.0,7.3,870.0,263.0,821.0,97.0,1272.0,1251.0,13.2,75.8,1.1459,High
8/23/2004,10:00:00,994,-200.0,-200.0,9.2,947.0,-200.0,764.0,-200.0,1572.0,983.0,30.3,30.9,1.3096,Very low
4/8/2004,6:00:00,939,1.1,59.0,4.8,754.0,74.0,1169.0,64.0,1384.0,797.0,8.1,70.4,0.7609,High
9/8/2004,1:00:00,-200,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,,-200.0,-200.0,-200.0,-200.0,-200.0,Very low
5/4/2004,21:00:00,1187,3.0,-200.0,11.8,1042.0,196.0,766.0,110.0,1840.0,1093.0,16.6,70.8,1.3253,High
9/14/2004,14:00:00,1052,-200.0,-200.0,8.2,906.0,-200.0,832.0,-200.0,1516.0,803.0,34.0,33.6,1.7591,Very low
7/9/2004,11:00:00,1002,1.7,-200.0,9.6,964.0,149.0,828.0,137.0,1546.0,786.0,32.9,20.1,0.9902,High
4/13/2004,7:00:00,1496,3.9,524.0,19.1,,328.0,667.0,130.0,2011.0,1399.0,11.0,64.2,0.8398,High
1/4/2005,9:00:00,-200,3.6,-200.0,-200.0,-200.0,540.0,-200.0,170.0,-200.0,,-200.0,-200.0,-200.0,High
4/13/2004,4:00:00,825,0.3,47.0,0.9,489.0,,1565.0,28.0,1171.0,363.0,11.1,,0.7925,Low
7/5/2004,10:00:00,1157,3.2,-200.0,15.9,1176.0,330.0,691.0,175.0,1779.0,1370.0,30.6,23.2,,High
11/3/2004,18:00:00,1333,3.7,-200.0,,1312.0,383.0,520.0,107.0,1853.0,1364.0,23.8,51.4,1.4956,High
10/6/2004,16:00:00,1406,-200.0,,,1216.0,-200.0,542.0,-200.0,1772.0,1314.0,29.6,36.7,1.4936,Very low
3/11/2004,11:00:00,1179,1.5,43.0,5.0,762.0,95.0,1328.0,92.0,1362.0,671.0,,57.9,0.7352,High
6/30/2004,20:00:00,1217,3.5,-200.0,17.6,1227.0,224.0,641.0,158.0,2040.0,1404.0,31.9,33.7,1.5663,High
3/11/2004,9:00:00,1351,2.2,87.0,,960.0,129.0,1079.0,101.0,1583.0,1028.0,10.5,60.6,0.7691,High
12/1/2004,2:00:00,900,,-200.0,3.8,,117.0,1955.0,76.0,1127.0,749.0,9.1,80.0,0.9299,High
10/25/2004,8:00:00,1423,4.4,-200.0,25.0,1429.0,649.0,467.0,88.0,1998.0,1631.0,16.3,74.3,1.3644,High
12/10/2004,12:00:00,884,1.5,-200.0,6.2,822.0,300.0,909.0,110.0,968.0,807.0,17.1,23.5,0.45299999999999996,High
10/14/2004,22:00:00,949,-200.0,-200.0,4.8,754.0,-200.0,884.0,-200.0,1393.0,759.0,16.6,77.3,1.4491,Very low
10/23/2004,11:00:00,1356,3.0,-200.0,16.2,1187.0,441.0,534.0,102.0,1738.0,1465.0,23.3,57.5,1.6169,High
7/1/2004,7:00:00,1225,2.4,-200.0,17.1,1214.0,154.0,625.0,85.0,2090.0,1322.0,25.1,54.3,1.7057,
4/9/2004,17:00:00,-200,2.5,194.0,-200.0,-200.0,141.0,-200.0,117.0,-200.0,-200.0,-200.0,-200.0,-200.0,High
11/16/2004,1:00:00,800,1.0,-200.0,2.8,641.0,126.0,1113.0,76.0,957.0,591.0,11.2,42.0,0.5582,Moderate
1/1/2005,22:00:00,1118,2.1,-200.0,6.4,830.0,295.0,765.0,130.0,1058.0,1313.0,5.7,59.9,0.5523,
11/12/2004,13:00:00,1061,2.0,-200.0,8.7,928.0,267.0,730.0,118.0,1366.0,909.0,17.4,55.8,1.0979999999999999,High
2/17/2005,1:00:00,1107,2.6,-200.0,7.4,874.0,326.0,721.0,187.0,984.0,1208.0,5.7,42.1,0.3883,High
12/7/2004,5:00:00,857,0.6,-200.0,2.3,604.0,126.0,1126.0,63.0,1091.0,740.0,,68.3,0.9801,Low
11/18/2004,3:00:00,912,1.3,-200.0,3.5,685.0,-200.0,934.0,-200.0,1050.0,876.0,7.5,69.3,0.7201,High
11/15/2004,8:00:00,964,2.0,-200.0,8.7,928.0,480.0,871.0,167.0,1130.0,936.0,10.7,37.9,0.48700000000000004,High
11/3/2004,17:00:00,1271,3.2,-200.0,16.3,1188.0,372.0,563.0,107.0,1703.0,1305.0,25.1,47.6,1.4983,High
6/22/2004,5:00:00,757,0.3,-200.0,2.2,596.0,30.0,1236.0,37.0,1381.0,560.0,19.0,52.8,1.1489,Low
12/24/2004,16:00:00,1532,6.7,,,1356.0,678.0,474.0,193.0,1610.0,2033.0,10.6,55.3,0.7058,High
8/5/2004,19:00:00,1124,-200.0,-200.0,10.2,984.0,115.0,678.0,97.0,1826.0,902.0,21.5,78.4,1.9818,Very low
12/23/2004,22:00:00,1441,5.0,,20.6,1314.0,825.0,517.0,196.0,1389.0,2051.0,6.2,56.8,0.5421,High
7/25/2004,13:00:00,901,0.8,-200.0,2.9,646.0,37.0,1105.0,50.0,1446.0,488.0,29.1,40.8,1.6203,Low
3/23/2004,11:00:00,1308,3.0,325.0,15.5,1166.0,220.0,792.0,131.0,1794.0,1236.0,12.8,55.8,0.821,High
3/29/2004,22:00:00,930,1.1,58.0,4.0,710.0,61.0,1278.0,82.0,1137.0,509.0,13.5,28.5,,
8/13/2004,16:00:00,838,0.7,-200.0,4.3,726.0,46.0,1056.0,61.0,1382.0,440.0,35.0,22.4,,Low
12/10/2004,18:00:00,1073,4.0,-200.0,16.5,1195.0,575.0,675.0,177.0,1249.0,1244.0,14.6,23.7,0.3903,High
1/31/2005,22:00:00,1109,2.1,-200.0,7.1,,360.0,737.0,208.0,960.0,1527.0,5.4,,0.3922,High
4/29/2004,9:00:00,1408,3.5,475.0,18.0,1241.0,250.0,648.0,135.0,1886.0,1711.0,18.6,47.8,1.0143,High
2/19/2005,18:00:00,1110,1.7,-200.0,7.3,870.0,255.0,708.0,168.0,1057.0,1059.0,11.6,33.3,0.45399999999999996,High
10/10/2004,19:00:00,1169,2.2,-200.0,8.3,910.0,334.0,726.0,87.0,1563.0,992.0,21.1,68.3,1.6914,
3/21/2004,15:00:00,1243,1.6,-200.0,8.4,916.0,63.0,962.0,61.0,1669.0,657.0,21.2,39.3,0.9791,High
1/11/2005,18:00:00,1419,3.9,-200.0,19.3,1277.0,495.0,459.0,144.0,1603.0,1631.0,13.3,61.2,0.9329999999999999,
5/8/2004,1:00:00,969,2.2,-200.0,5.6,791.0,102.0,1084.0,80.0,1446.0,711.0,13.6,59.7,0.9271,High
1/28/2005,1:00:00,866,1.1,,2.4,613.0,124.0,1075.0,97.0,810.0,579.0,3.3,47.4,0.3716,High
3/30/2004,22:00:00,1053,1.2,68.0,3.8,701.0,68.0,1147.0,81.0,1323.0,692.0,15.1,,0.7574,High
3/12/2004,1:00:00,1044,1.9,53.0,6.4,829.0,133.0,1247.0,110.0,1378.0,832.0,7.7,59.7,0.6308,High
1/16/2005,21:00:00,912,1.5,-200.0,4.3,730.0,274.0,959.0,157.0,893.0,821.0,7.7,39.0,0.4106,High
7/7/2004,11:00:00,1117,2.0,-200.0,11.9,1045.0,207.0,761.0,154.0,1623.0,1260.0,38.3,17.0,1.1216,High
11/26/2004,11:00:00,1392,4.0,,16.4,1192.0,856.0,543.0,183.0,1508.0,1795.0,13.7,59.9,0.9335,High
6/12/2004,2:00:00,839,0.6,-200.0,4.3,725.0,36.0,1052.0,52.0,1368.0,668.0,24.1,32.0,0.9467,Low
9/26/2004,5:00:00,816,0.9,-200.0,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.5,63.2,0.9146,Low
10/20/2004,20:00:00,1666,6.0,-200.0,30.1,1553.0,629.0,409.0,130.0,2170.0,1780.0,22.4,67.7,1.8161,High
4/13/2004,13:00:00,1009,1.5,141.0,7.7,885.0,112.0,994.0,,1439.0,751.0,,38.1,0.7006,High
8/29/2004,1:00:00,1049,-200.0,-200.0,6.9,853.0,-200.0,699.0,-200.0,1605.0,882.0,23.5,59.8,1.7141,Very low
2/17/2005,2:00:00,1102,2.3,-200.0,7.9,897.0,326.0,715.0,173.0,1024.0,1196.0,5.7,42.1,0.3885,High
9/26/2004,3:00:00,906,1.4,-200.0,7.7,885.0,-200.0,872.0,-200.0,1304.0,912.0,13.5,59.4,0.9176,High
8/30/2004,1:00:00,956,-200.0,-200.0,4.5,740.0,-200.0,831.0,-200.0,1474.0,717.0,23.8,57.8,1.6769999999999998,Very low
10/19/2004,12:00:00,1455,-200.0,-200.0,,,-200.0,474.0,-200.0,1945.0,1746.0,19.4,61.1,1.3652,Very low
5/17/2004,1:00:00,835,,-200.0,3.7,691.0,,1265.0,67.0,1182.0,517.0,19.1,25.9,0.5673,Low
12/25/2004,11:00:00,1374,2.8,-200.0,10.6,999.0,379.0,598.0,138.0,1316.0,1776.0,10.2,67.3,0.8373,High
5/30/2004,23:00:00,878,0.4,-200.0,5.4,784.0,46.0,1181.0,64.0,1407.0,610.0,21.4,36.9,0.9271,Low
10/16/2004,15:00:00,891,-200.0,-200.0,5.5,789.0,-200.0,960.0,-200.0,1234.0,522.0,21.6,35.9,0.9164,Very low
7/1/2004,14:00:00,1158,1.8,-200.0,10.1,983.0,101.0,751.0,110.0,1803.0,808.0,38.1,26.3,1.7213,High
6/7/2004,7:00:00,1061,2.6,,15.4,1162.0,220.0,777.0,90.0,1898.0,1132.0,19.9,49.4,1.1354,High
5/7/2004,11:00:00,844,1.3,-200.0,6.3,825.0,90.0,1027.0,101.0,1405.0,536.0,19.7,33.7,0.7646,High
3/29/2004,2:00:00,840,0.5,23.0,1.1,509.0,22.0,1643.0,38.0,1076.0,352.0,10.4,46.6,0.5901,Low
6/30/2004,5:00:00,952,0.7,-200.0,4.6,742.0,49.0,892.0,57.0,1656.0,953.0,24.6,59.1,1.8013,Low
9/23/2004,3:00:00,824,0.5,-200.0,2.4,,-200.0,1131.0,-200.0,1336.0,601.0,22.4,59.9,1.6069,Low
5/16/2004,15:00:00,1117,1.2,-200.0,7.1,862.0,54.0,995.0,64.0,1476.0,530.0,31.5,21.9,0.997,High
4/19/2004,6:00:00,1101,-200.0,-200.0,6.9,852.0,-200.0,913.0,-200.0,1655.0,992.0,14.0,70.9,1.1306,Very low
6/25/2004,0:00:00,1072,2.6,-200.0,14.1,1120.0,124.0,711.0,100.0,1838.0,1045.0,23.7,46.0,1.3346,High
