Id,MSSubClass,LotArea,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,MasVnrArea,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscVal,YrSold,SalePrice
770,60,53504,Mod,2Story,8,5,2003,603,1650,GasA,Y,1690,1589,3279,3,1,4,12,1,3,841,Y,503,36,0,2010,538000
771,85,7252,Gtl,SFoyer,5,5,1982,0,858,GasA,Y,858,0,858,1,0,2,5,0,2,576,Y,120,0,0,2009,134900
772,20,8877,Gtl,1Story,4,5,1951,0,836,GasA,Y,1220,0,1220,1,0,2,6,0,2,396,Y,0,0,0,2006,102000
773,80,7819,Gtl,SLvl,6,5,1976,0,1029,GasA,Y,1117,0,1117,1,0,3,6,1,2,672,Y,144,0,0,2010,107000
774,20,10150,Gtl,1Story,5,5,1958,1,912,GasA,Y,912,0,912,1,0,2,5,0,1,275,Y,0,0,0,2007,114500
775,20,14226,Gtl,1Story,8,5,2006,375,1935,GasA,Y,1973,0,1973,2,0,3,9,1,3,895,Y,315,45,0,2007,395000
776,120,4500,Gtl,1Story,6,5,1998,320,1204,GasA,Y,1204,0,1204,2,0,2,5,0,2,412,Y,0,247,0,2009,162000
777,20,11210,Gtl,1Story,7,5,2005,240,1614,GasA,Y,1614,0,1614,2,0,3,7,0,3,865,Y,144,59,0,2006,221500
778,20,13350,Gtl,1Story,5,5,1974,0,864,GasA,Y,894,0,894,1,0,3,5,1,2,440,Y,241,0,0,2006,142500
779,90,8400,Gtl,1Story,5,5,1977,320,0,GasA,Y,2020,0,2020,2,0,4,10,2,2,630,Y,0,0,0,2007,144000
780,90,10530,Gtl,SFoyer,6,5,1977,90,975,GasA,Y,1004,0,1004,1,0,2,4,0,2,504,Y,0,0,0,2006,135000
781,20,7875,Gtl,1Story,7,5,1995,38,1237,GasA,Y,1253,0,1253,2,0,3,6,1,2,402,Y,220,21,0,2007,176000
782,60,7153,Gtl,2Story,6,5,1992,0,761,GasA,Y,810,793,1603,2,1,3,7,0,2,484,Y,0,124,0,2006,175900
783,20,16285,Gtl,1Story,7,5,2001,0,1413,GasA,Y,1430,0,1430,2,0,3,6,0,2,605,Y,0,33,0,2009,187100
784,85,9101,Gtl,SFoyer,5,6,1978,104,1097,GasA,Y,1110,0,1110,1,0,1,4,1,2,602,Y,303,30,0,2009,165500
785,75,6300,Gtl,2.5Unf,6,6,1914,0,742,GasA,Y,742,742,1484,2,0,3,9,1,0,0,Y,0,291,0,2008,128000
786,20,9790,Gtl,1Story,6,5,1967,0,1372,GasA,Y,1342,0,1342,2,0,3,7,1,2,457,Y,0,0,0,2009,161500
787,50,10800,Gtl,1.5Fin,5,6,1915,0,686,GasA,Y,966,686,1652,2,0,4,7,0,1,416,Y,0,0,1200,2010,139000
788,60,10142,Gtl,2Story,7,5,2004,0,956,GasA,Y,956,1128,2084,2,1,4,8,0,2,618,Y,0,45,0,2010,233000
789,20,6000,Gtl,1Story,4,7,1954,0,901,GasA,Y,901,0,901,1,0,2,4,0,1,281,Y,0,0,0,2008,107900
790,60,12205,Gtl,2Story,6,8,1966,157,832,GasA,Y,976,1111,2087,2,1,5,9,0,2,444,Y,133,168,0,2007,187500
791,120,3182,Gtl,1Story,7,5,2005,11,1145,GasA,Y,1145,0,1145,2,0,2,5,1,2,397,Y,100,16,0,2009,160200
792,80,11333,Gtl,SLvl,6,5,1976,0,1029,GasA,Y,1062,0,1062,1,0,3,5,2,2,539,Y,120,0,0,2007,146800
793,60,9920,Gtl,2Story,7,5,1996,0,1117,GasA,Y,1127,886,2013,2,1,3,8,1,2,455,Y,180,130,0,2007,269790
794,20,9158,Gtl,1Story,8,5,2007,140,1496,GasA,Y,1496,0,1496,2,0,3,7,0,2,474,Y,168,130,0,2007,225000
795,60,10832,Gtl,2Story,7,5,1994,0,712,GasA,Y,1086,809,1895,2,1,3,7,1,2,409,Y,143,46,500,2008,194500
796,60,8400,Gtl,2Story,6,6,1980,130,650,GasA,Y,888,676,1564,2,1,3,7,1,2,476,Y,0,50,0,2010,171000
797,20,8197,Gtl,1Story,6,5,1977,148,660,GasA,Y,1285,0,1285,1,1,3,7,1,2,528,Y,138,0,0,2007,143500
798,20,7677,Gtl,1Story,5,5,1953,0,773,GasA,Y,773,0,773,1,0,2,4,0,1,240,Y,0,0,0,2008,110000
799,60,13518,Gtl,2Story,9,5,2008,860,1926,GasA,Y,1966,1174,3140,3,1,4,11,2,3,820,Y,144,78,0,2009,485000
800,50,7200,Gtl,1.5Fin,5,7,1937,252,731,GasA,Y,981,787,1768,1,1,3,7,2,1,240,Y,0,0,0,2007,175000
801,60,12798,Mod,2Story,6,5,1997,0,616,GasA,Y,616,1072,1688,2,1,4,8,0,2,603,Y,403,114,400,2008,200000
802,30,4800,Gtl,1Story,4,7,1916,0,1196,GasA,Y,1196,0,1196,1,0,2,5,0,2,440,Y,0,0,0,2007,109900
803,60,8199,Gtl,2Story,7,5,2005,0,728,GasA,Y,728,728,1456,2,1,3,7,1,2,410,Y,36,18,0,2008,189000
804,60,13891,Gtl,2Story,9,5,2008,424,1734,GasA,Y,1734,1088,2822,3,1,4,12,1,3,1020,Y,52,170,0,2009,582933
805,20,9000,Gtl,1Story,5,5,1954,0,936,GasA,Y,1128,0,1128,1,0,2,5,0,1,286,Y,0,0,0,2006,118000
806,20,12274,Gtl,1Story,7,5,2008,256,1417,GasA,Y,1428,0,1428,2,0,3,6,0,2,554,Y,0,60,0,2008,227680
807,80,9750,Gtl,SLvl,5,5,1967,0,980,GasA,Y,980,0,980,2,0,3,6,0,1,384,Y,68,0,0,2006,135500
808,70,21384,Gtl,2Story,5,6,1923,0,1324,GasA,Y,1072,504,1576,1,1,3,6,1,2,528,Y,0,312,0,2009,223500
809,80,13400,Gtl,SLvl,5,5,1966,1047,1024,GasA,Y,1086,0,1086,1,0,3,6,1,2,484,Y,0,0,0,2006,159950
810,75,8100,Gtl,2.5Unf,5,5,1898,0,849,GasA,N,1075,1063,2138,2,0,2,11,0,2,360,N,40,156,0,2009,106000
811,20,10140,Gtl,1Story,6,6,1974,99,1040,GasA,Y,1309,0,1309,1,1,3,5,1,2,484,Y,265,0,0,2006,181000
812,120,4438,Gtl,1Story,6,5,2004,169,848,GasA,Y,848,0,848,1,0,1,4,1,2,420,Y,140,0,0,2008,144500
813,20,8712,Mod,1Story,5,5,1952,0,540,GasA,N,1044,0,1044,1,0,2,4,0,2,504,N,0,0,54,2010,55993
814,20,9750,Gtl,1Story,6,6,1958,243,1442,GasA,Y,1442,0,1442,1,1,4,7,0,1,301,Y,0,0,500,2007,157900
815,50,8248,Gtl,1.5Fin,5,7,1918,0,686,GasW,Y,686,564,1250,1,1,3,7,0,1,280,P,207,0,0,2006,116000
816,20,12137,Gtl,1Story,7,5,1998,442,1649,GasA,Y,1661,0,1661,2,0,3,6,0,2,598,Y,0,34,0,2010,224900
817,20,11425,Gtl,1Story,5,6,1954,0,1008,GasA,Y,1008,0,1008,1,0,2,4,1,1,275,Y,0,0,0,2006,137000
818,20,13265,Gtl,1Story,8,5,2002,148,1568,GasA,Y,1689,0,1689,2,0,3,7,2,3,857,Y,150,59,0,2008,271000
819,80,8816,Gtl,SLvl,6,7,1971,80,1010,GasA,Y,1052,0,1052,1,0,3,6,0,2,440,Y,0,0,0,2010,155000
820,120,6371,Gtl,1Story,7,5,2009,128,1358,GasA,Y,1358,0,1358,2,0,2,6,1,2,484,Y,192,35,0,2010,224000
821,60,7226,Gtl,2Story,7,5,2003,0,798,GasA,Y,798,842,1640,2,1,3,6,0,2,595,Y,0,45,0,2008,183000
822,20,6000,Mod,1Story,4,4,1953,0,936,GasA,N,936,0,936,1,0,2,4,0,2,576,Y,0,32,0,2009,93000
823,60,12394,Gtl,2Story,7,5,2003,0,847,GasA,Y,847,886,1733,2,1,3,7,1,2,433,Y,100,48,0,2007,225000
824,50,9900,Gtl,1.5Fin,6,7,1940,0,778,GasA,Y,944,545,1489,2,0,3,7,1,1,240,Y,335,0,0,2009,139500
825,20,11216,Gtl,1Story,8,5,2006,0,1489,GasA,Y,1489,0,1489,2,0,3,7,1,2,776,Y,0,140,0,2006,232600
826,20,14803,Gtl,1Story,10,5,2007,816,2078,GasA,Y,2084,0,2084,2,0,2,7,1,3,1220,Y,188,45,0,2008,385000
827,45,6130,Gtl,1.5Unf,5,6,1924,0,784,GasA,Y,784,0,784,1,0,2,5,0,0,0,Y,0,0,0,2008,109500
828,20,8529,Gtl,1Story,7,5,2001,0,1454,GasA,Y,1434,0,1434,2,0,3,6,1,2,527,Y,290,39,0,2009,189000
829,60,28698,Sev,2Story,5,5,1967,0,1013,GasA,Y,1160,966,2126,2,1,3,7,0,2,538,Y,486,0,0,2009,185000
830,160,2544,Gtl,2Story,7,5,2005,0,600,GasA,Y,520,623,1223,2,1,2,4,0,2,480,Y,0,166,0,2006,147400
831,20,11900,Gtl,1Story,6,5,1957,387,1392,GasA,Y,1392,0,1392,1,1,3,6,2,2,458,Y,0,0,0,2008,166000
832,160,3180,Gtl,2Story,7,5,2005,0,600,GasA,Y,520,600,1200,2,1,2,4,0,2,480,Y,0,166,0,2006,151000
833,60,9548,Gtl,2Story,7,6,2003,223,941,GasA,Y,941,888,1829,2,1,3,7,1,2,613,Y,192,39,0,2010,237000
834,20,10004,Gtl,1Story,6,6,1964,180,1516,GasA,Y,1516,0,1516,1,1,3,6,0,2,472,Y,0,0,0,2009,167000
835,20,7875,Gtl,1Story,5,6,1961,136,1144,GasA,Y,1144,0,1144,1,0,3,6,0,2,456,Y,0,0,0,2008,139950
836,20,9600,Gtl,1Story,4,7,1950,0,1067,GasA,Y,1067,0,1067,2,0,2,4,0,2,436,Y,290,0,0,2010,128000
837,30,8100,Gtl,1Story,5,6,1948,0,1559,GasA,Y,1559,0,1559,1,0,2,5,0,2,812,Y,0,116,0,2007,153500
838,160,1680,Gtl,2Story,6,5,1973,158,483,GasA,Y,483,504,987,1,1,2,5,0,1,264,Y,0,0,0,2008,100000
839,20,9525,Gtl,1Story,5,6,1995,0,1099,GasA,Y,1099,0,1099,1,1,3,6,0,1,352,Y,278,0,0,2008,144000
840,50,11767,Gtl,1.5Fin,5,6,1946,0,768,GasA,Y,768,432,1200,1,0,3,6,0,1,240,Y,0,0,0,2008,130500
841,70,12155,Gtl,2Story,6,8,1925,0,672,GasA,N,810,672,1482,2,0,4,7,0,1,400,P,0,0,0,2008,140000
842,70,10440,Gtl,2Story,5,8,1904,0,650,GasA,Y,958,581,1539,2,0,3,8,1,2,686,P,70,78,0,2008,157500
843,80,9020,Gtl,SLvl,6,7,1966,183,1127,GasA,Y,1165,0,1165,1,1,3,6,0,2,490,Y,0,129,0,2008,174900
844,90,8000,Gtl,1Story,5,4,1961,0,1800,GasA,N,1800,0,1800,2,0,6,10,0,0,0,Y,0,0,0,2007,141000
845,50,12665,Gtl,1.5Fin,5,8,1915,0,876,GasA,Y,876,540,1416,1,1,4,7,1,3,720,Y,418,0,0,2008,153900
846,85,16647,Gtl,SFoyer,5,5,1975,0,1390,GasA,Y,1701,0,1701,2,0,3,6,2,2,611,Y,0,0,0,2007,171000
847,60,9317,Gtl,2Story,7,5,1993,137,740,GasA,Y,1006,769,1775,2,1,3,7,1,2,425,Y,234,72,0,2009,213000
848,20,15523,Gtl,1Story,5,6,1972,0,864,GasA,Y,864,0,864,1,0,3,5,1,1,338,Y,0,0,0,2009,133500
849,50,45600,Gtl,1.5Fin,6,8,1908,0,907,GasA,Y,1307,1051,2358,3,0,5,10,1,2,360,Y,486,40,0,2008,240000
850,80,9600,Gtl,SLvl,6,7,1976,360,528,GasA,Y,1094,761,1855,2,1,3,7,1,2,512,Y,113,100,0,2007,187000
851,120,4435,Gtl,1Story,6,5,2003,170,848,GasA,Y,848,0,848,1,0,1,3,0,2,420,Y,140,0,0,2007,131500
852,120,3196,Gtl,1Story,8,5,2003,40,1273,GasA,Y,1456,0,1456,2,0,2,7,1,2,400,Y,143,20,0,2006,215000
853,75,7128,Gtl,2.5Unf,7,5,1941,0,918,GasA,Y,918,728,1646,2,0,4,7,2,1,240,Y,0,0,0,2007,164000
854,80,12095,Gtl,SLvl,6,6,1964,115,1127,GasA,Y,1445,0,1445,1,1,3,7,1,2,645,Y,180,0,0,2009,158000
855,20,17920,Gtl,1Story,5,4,1955,0,1763,GasA,Y,1779,0,1779,1,1,3,6,1,2,454,Y,0,418,0,2006,170000
856,20,6897,Gtl,1Story,5,8,1962,0,1040,GasA,Y,1040,0,1040,1,1,3,6,0,1,260,Y,0,104,0,2010,127000
857,80,10970,Mod,SLvl,6,6,1978,0,940,GasA,Y,1026,0,1026,1,0,3,5,0,2,576,Y,0,0,0,2008,147000
858,60,8125,Gtl,2Story,6,5,1994,0,702,GasA,Y,702,779,1481,2,1,3,6,1,2,343,Y,0,36,0,2009,174000
859,20,10400,Gtl,1Story,7,5,1976,189,1090,GasA,Y,1370,0,1370,2,0,3,6,1,2,479,Y,0,0,0,2009,152000
860,60,11029,Gtl,2Story,6,7,1968,220,1054,GasA,Y,1512,1142,2654,2,1,4,9,1,2,619,Y,0,65,0,2006,250000
861,50,7642,Gtl,1.5Fin,7,8,1918,0,912,GasA,Y,912,514,1426,1,1,3,7,1,1,216,Y,0,240,0,2007,189950
862,190,11625,Gtl,1Story,5,4,1965,0,1039,GasA,Y,1039,0,1039,1,1,3,6,0,2,504,Y,0,0,0,2010,131500
863,20,9672,Gtl,1Story,6,5,1984,0,1040,GasA,Y,1097,0,1097,2,0,3,6,0,2,480,Y,0,0,0,2010,152000
864,20,7931,Gtl,1Story,5,5,1959,0,1148,GasA,Y,1148,0,1148,1,0,3,6,0,1,672,Y,0,0,0,2009,132500
865,20,8640,Gtl,1Story,7,5,2007,0,1372,GasA,Y,1372,0,1372,2,0,3,6,0,2,529,Y,0,140,0,2008,250580
866,20,8750,Gtl,1Story,5,6,1970,76,1002,GasA,Y,1002,0,1002,1,0,3,5,0,2,902,Y,0,0,0,2009,148500
867,20,10656,Gtl,1Story,8,5,2006,274,1638,GasA,Y,1646,0,1646,2,0,3,6,1,3,870,Y,192,80,0,2007,248900
868,20,6970,Gtl,1Story,4,5,1961,0,1040,GasA,Y,1120,0,1120,1,1,3,5,0,2,544,Y,168,0,400,2007,129000
869,60,14762,Gtl,2Story,5,6,1948,0,0,GasA,Y,1547,720,2320,2,0,2,7,1,2,672,P,120,144,0,2006,169000
870,60,9938,Gtl,2Story,7,5,1993,246,1050,GasA,Y,1062,887,1949,2,1,3,8,1,2,574,Y,156,90,0,2010,236000
871,20,6600,Gtl,1Story,5,5,1962,0,894,GasA,N,894,0,894,1,0,2,5,0,1,308,Y,0,0,0,2009,109500
872,60,8750,Gtl,2Story,6,5,1998,116,804,GasA,Y,804,878,1682,2,1,3,7,0,2,523,Y,0,77,0,2010,200500
873,20,8892,Gtl,1Story,5,7,1953,0,105,GasA,Y,910,0,910,1,0,3,5,0,2,414,Y,196,0,0,2008,116000
874,40,12144,Gtl,1Story,5,7,1949,0,832,GasA,Y,1036,0,1268,1,0,3,6,1,1,288,Y,0,28,0,2009,133000
875,50,5720,Gtl,1.5Fin,5,6,1941,0,676,GasA,Y,676,455,1131,1,1,3,5,0,1,200,Y,26,0,0,2009,66500
876,60,9000,Gtl,2Story,8,5,2007,0,1184,GasA,Y,1184,1426,2610,2,1,4,11,1,2,550,Y,208,364,0,2007,303477
877,20,25286,Mod,1Story,4,5,1963,0,1064,GasA,Y,1040,0,1040,1,0,3,5,0,2,648,Y,0,0,0,2007,132250
878,60,8834,Gtl,2Story,9,5,2004,216,1462,GasA,Y,1462,762,2224,2,1,4,10,1,3,738,Y,184,0,0,2009,350000
879,85,11782,Gtl,SFoyer,5,7,1961,0,1109,GasA,Y,1155,0,1155,1,0,3,6,0,2,576,Y,192,0,400,2010,148000
880,20,7000,Gtl,1Story,5,8,1978,90,864,GasA,Y,864,0,864,1,0,3,6,0,1,336,Y,0,0,0,2009,136500
881,20,7024,Gtl,1Story,5,5,2005,0,1090,GasA,Y,1090,0,1090,1,1,2,5,0,2,450,Y,0,49,0,2007,157000
882,50,13758,Gtl,1.5Fin,7,5,1990,117,1156,GasA,Y,1187,530,1717,2,1,3,7,1,2,400,Y,168,36,0,2007,187500
883,60,9636,Gtl,2Story,6,5,1992,0,808,GasA,Y,808,785,1593,2,1,3,7,1,2,389,Y,342,40,0,2009,178000
884,75,6204,Gtl,2.5Fin,4,5,1912,0,795,GasA,N,954,795,2230,1,0,5,10,0,1,440,Y,0,188,0,2006,118500
885,20,7150,Gtl,1Story,5,5,1967,60,892,GasA,Y,892,0,892,1,0,3,5,0,1,288,Y,0,0,0,2009,100000
886,120,5119,Gtl,1Story,9,5,1999,60,1698,GasA,Y,1709,0,1709,2,0,2,5,1,2,506,Y,97,65,0,2008,328900
887,90,8393,Gtl,1Story,5,5,1959,122,1626,GasA,Y,1712,0,1712,2,0,4,8,0,2,588,Y,272,54,0,2006,145000
888,50,16466,Gtl,1.5Fin,5,7,1955,0,816,GasA,Y,872,521,1393,1,1,3,8,0,1,300,Y,121,0,0,2008,135500
889,20,15865,Mod,1Story,8,6,1970,0,2217,GasA,Y,2217,0,2217,2,0,4,8,1,2,621,Y,81,207,0,2007,268000
890,20,12160,Gtl,1Story,6,4,1953,90,1505,GasA,Y,1505,0,1505,1,0,2,6,1,2,505,Y,0,0,0,2009,149500
891,50,8064,Gtl,1.5Fin,5,7,1949,0,672,GasA,Y,672,252,924,1,0,3,6,1,2,576,Y,0,0,2000,2007,122900
892,60,11184,Gtl,2Story,6,5,1978,92,918,GasA,Y,918,765,1683,2,1,3,7,1,2,440,Y,243,0,0,2009,172500
893,20,8414,Gtl,1Story,6,8,1963,0,1059,GasA,Y,1068,0,1068,1,0,3,6,0,1,264,Y,192,0,0,2006,154500
894,20,13284,Gtl,1Story,5,5,1954,0,1383,GasA,Y,1383,0,1383,1,0,3,6,1,1,354,Y,511,116,0,2008,165000
895,90,7018,Gtl,1Story,5,5,1979,0,0,GasA,Y,1535,0,1535,2,0,4,8,0,2,400,Y,0,0,0,2009,118858
896,60,7056,Gtl,2Story,6,5,1963,415,780,GasA,Y,983,813,1796,1,1,4,8,1,2,483,Y,0,50,0,2008,140000
897,30,8765,Gtl,1Story,4,6,1936,0,951,GasA,N,951,0,951,1,0,2,6,0,1,327,Y,0,28,0,2006,106500
898,90,7018,Gtl,2Story,5,5,1979,0,0,GasA,Y,1120,1120,2240,2,0,6,12,0,2,528,Y,154,0,0,2009,142953
899,20,12919,Gtl,1Story,9,5,2009,760,2330,GasA,Y,2364,0,2364,2,1,2,11,2,3,820,Y,0,67,0,2010,611657
900,20,6993,Gtl,1Story,5,7,1961,0,912,GasA,Y,1236,0,1236,1,0,3,6,1,1,288,Y,0,0,0,2006,135000
901,20,7340,Gtl,1Story,4,6,1971,0,858,GasA,Y,858,0,858,1,0,2,4,0,1,684,Y,0,0,0,2007,110000
902,20,8712,Gtl,1Story,5,7,1957,0,992,GasA,Y,1306,0,1306,1,0,2,5,0,1,756,Y,0,0,0,2009,153000
903,60,7875,Gtl,2Story,7,5,2003,0,783,GasA,Y,807,702,1509,2,1,3,8,1,2,393,Y,0,75,0,2006,180000
904,20,14859,Gtl,1Story,7,5,2006,27,1670,GasA,Y,1670,0,1670,2,0,3,7,1,3,690,Y,144,60,0,2006,240000
905,20,6173,Gtl,1Story,5,6,1967,75,876,GasA,Y,902,0,902,1,0,3,6,0,1,288,Y,0,0,0,2007,125500
906,20,9920,Gtl,1Story,5,5,1954,110,1056,GasA,Y,1063,0,1063,1,0,3,6,0,1,280,Y,0,0,0,2010,128000
907,20,13501,Gtl,1Story,8,5,2006,208,1623,GasA,Y,1636,0,1636,2,0,3,8,1,3,865,Y,0,60,0,2007,255000
908,50,11500,Gtl,1.5Fin,7,7,1936,0,1017,GasA,Y,1020,1037,2057,1,1,3,6,1,1,180,Y,0,0,0,2006,250000
909,20,8885,Mod,1Story,5,5,1983,0,864,GasA,Y,902,0,902,1,0,2,5,0,2,484,Y,164,0,0,2006,131000
910,60,12589,Gtl,2Story,6,5,2005,0,742,GasA,Y,742,742,1484,2,1,3,8,1,2,390,Y,36,24,0,2009,174000
911,90,11600,Gtl,2Story,5,5,1960,361,1105,GasA,Y,1105,1169,2274,2,0,5,12,0,2,480,Y,0,0,0,2010,154300
912,20,9286,Mod,1Story,5,7,1977,0,1268,GasA,Y,1268,0,1268,1,1,3,5,0,1,252,Y,173,0,0,2009,143500
913,30,6120,Gtl,1Story,5,7,1925,0,768,GasA,N,1015,0,1015,1,0,3,6,0,1,450,Y,0,0,620,2006,88000
914,90,6270,Gtl,2Story,5,6,1949,0,1001,GasA,N,1001,1001,2002,2,0,4,8,0,3,871,Y,0,0,0,2007,145000
915,160,3000,Gtl,2Story,6,5,2009,76,612,GasA,Y,612,612,1224,2,1,2,4,0,2,528,Y,0,234,0,2009,173733
916,160,2001,Gtl,2Story,4,5,1970,80,546,GasA,Y,546,546,1092,1,1,3,6,0,1,286,Y,0,0,0,2007,75000
917,20,9000,Gtl,1Story,2,3,1949,0,480,GasA,N,480,0,480,0,0,1,4,0,1,308,Y,0,0,0,2006,35311
918,20,17140,Gtl,1Story,4,6,1956,0,1134,GasA,Y,1229,0,1229,1,0,3,6,0,1,284,Y,0,0,0,2009,135000
919,60,13125,Gtl,2Story,7,5,1991,0,1104,GasA,Y,912,1215,2127,2,1,4,8,1,3,833,Y,72,192,0,2007,238000
920,20,11029,Gtl,1Story,6,8,1958,0,1184,GasA,Y,1414,0,1414,1,0,3,6,1,2,601,Y,0,51,0,2008,176500
921,60,8462,Gtl,2Story,6,5,1994,105,928,GasA,Y,936,785,1721,2,1,3,7,0,2,471,Y,300,87,0,2007,201000
922,90,8777,Gtl,1.5Fin,5,7,1900,0,1272,GasA,Y,1272,928,2200,2,2,4,9,0,0,0,N,0,70,0,2008,145900
923,20,10237,Gtl,1Story,6,5,2005,0,1316,GasA,Y,1316,0,1316,2,0,3,6,1,2,397,Y,100,0,0,2006,169990
924,120,8012,Gtl,1Story,6,5,1993,0,1604,GasA,Y,1617,0,1617,2,0,2,5,1,2,533,Y,0,69,0,2008,193000
925,20,10240,Gtl,1Story,6,6,1980,157,1686,GasA,Y,1686,0,1686,2,0,3,7,1,2,612,Y,384,131,0,2006,207500
926,20,15611,Gtl,1Story,5,6,1977,0,1126,GasA,Y,1126,0,1126,2,0,3,6,0,2,540,Y,180,0,0,2008,175000
927,60,11999,Gtl,2Story,8,5,2003,340,1181,GasA,Y,1234,1140,2374,2,1,4,10,1,3,656,Y,104,100,0,2007,285000
928,60,9900,Gtl,2Story,7,5,1968,342,832,GasA,Y,1098,880,1978,2,1,4,9,1,2,486,Y,0,43,0,2008,176000
929,20,11838,Gtl,1Story,8,5,2001,0,1753,GasA,Y,1788,0,1788,2,0,3,7,1,2,522,Y,202,151,0,2009,236500
930,60,13006,Gtl,2Story,7,5,1997,285,964,GasA,Y,993,1243,2236,2,1,4,8,1,2,642,Y,0,0,0,2006,222000
931,20,8925,Gtl,1Story,8,5,2007,0,1466,GasA,Y,1466,0,1466,2,0,3,7,0,3,610,Y,100,18,0,2009,201000
932,20,9100,Gtl,1Story,5,6,1965,0,925,GasA,Y,925,0,925,1,0,2,5,0,1,429,Y,0,0,0,2009,117500
933,20,11670,Gtl,1Story,9,5,2006,302,1905,GasA,Y,1905,0,1905,2,0,3,8,1,3,788,Y,0,191,0,2007,320000
934,20,8487,Gtl,1Story,7,5,2004,210,1500,GasA,Y,1500,0,1500,2,0,3,6,0,2,570,Y,192,36,0,2009,190000
935,20,27650,Mod,1Story,7,7,1960,0,585,GasA,Y,2069,0,2069,2,0,4,9,1,2,505,Y,0,0,0,2008,242000
936,30,5825,Gtl,1Story,4,5,1926,108,600,GasA,Y,747,0,747,1,0,1,5,0,2,528,Y,0,0,0,2006,79900
937,20,10083,Gtl,1Story,7,5,2003,NA,1176,GasA,Y,1200,0,1200,2,0,2,5,0,2,555,Y,0,41,0,2009,184900
938,60,9675,Gtl,2Story,7,5,2005,0,1113,GasA,Y,1113,858,1971,2,1,3,8,1,2,689,Y,0,48,0,2009,253000
939,60,8760,Gtl,2Story,7,5,2006,0,1391,GasA,Y,1391,571,1962,2,1,3,7,0,3,868,Y,0,90,0,2006,239799
940,70,24090,Gtl,2Story,7,7,1940,0,1032,GasA,Y,1207,1196,2403,2,0,4,10,2,1,349,Y,56,0,0,2010,244400
941,90,12640,Gtl,1Story,6,5,1976,0,1728,GasA,Y,1728,0,1728,2,0,4,8,0,2,574,Y,40,0,0,2006,150900
942,60,8755,Gtl,2Story,7,5,1999,298,992,GasA,Y,1022,1038,2060,2,1,3,8,1,2,390,Y,0,0,0,2009,214000
943,90,7711,Gtl,1Story,4,3,1977,0,1440,GasA,Y,1440,0,1440,2,0,4,8,0,0,0,N,321,0,0,2007,150000
944,90,25000,Gtl,1Story,5,4,1967,0,1632,GasA,Y,1632,0,1632,2,0,4,8,0,2,576,P,0,0,0,2007,143000
945,20,14375,Gtl,SLvl,6,6,1958,541,819,GasA,Y,1344,0,1344,1,0,3,7,1,2,525,Y,0,118,0,2009,137500
946,50,8820,Gtl,1.5Fin,5,6,1890,0,1088,GasA,Y,1188,561,1869,1,0,2,7,0,2,456,Y,48,0,0,2009,124900
947,80,8163,Gtl,SLvl,5,6,1959,128,1144,GasA,Y,1144,0,1144,1,0,3,6,1,1,796,Y,86,0,0,2006,143000
948,20,14536,Gtl,1Story,8,5,2002,236,1616,GasA,Y,1629,0,1629,2,0,3,9,1,3,808,Y,0,252,0,2007,270000
949,60,14006,Gtl,2Story,7,5,2002,144,936,GasA,Y,936,840,1776,2,1,3,7,1,2,474,Y,144,96,0,2006,192500
950,20,9360,Gtl,1Story,6,7,1972,0,1161,GasA,Y,1381,0,1381,1,1,3,5,1,2,676,Y,0,0,0,2010,197500
951,20,7200,Gtl,1Story,5,8,1950,0,864,GasA,Y,864,0,864,1,0,3,5,0,2,720,Y,194,0,0,2007,129000
952,20,7800,Gtl,1Story,5,5,1965,0,828,GasA,Y,965,0,965,1,0,3,6,0,1,300,Y,421,0,0,2006,119900
953,85,7200,Gtl,SFoyer,5,8,1972,0,768,GasA,Y,768,0,768,1,0,2,5,0,1,396,Y,192,0,0,2009,133900
954,60,11075,Mod,2Story,5,4,1969,232,784,GasA,Y,1168,800,1968,2,1,4,7,1,2,530,Y,305,189,400,2008,172000
955,90,9400,Gtl,SFoyer,6,5,1975,250,945,GasA,Y,980,0,980,2,0,4,4,0,0,0,Y,0,0,0,2006,127500
956,90,7136,Gtl,2Story,6,6,1946,423,979,GasA,N,979,979,1958,2,0,4,8,0,2,492,Y,0,0,0,2007,145000
957,160,1300,Gtl,2Story,6,6,1980,0,561,GasA,Y,561,668,1229,1,1,2,5,1,2,462,Y,150,0,0,2009,124000
958,20,7420,Gtl,1Story,5,5,1962,0,1057,GasA,Y,1057,0,1057,1,0,3,6,0,2,576,Y,0,0,0,2007,132000
959,20,8450,Gtl,1Story,7,5,2003,0,1337,GasA,Y,1337,0,1337,2,0,3,6,0,2,531,Y,0,39,0,2007,185000
960,160,2572,Gtl,2Story,7,5,1999,0,696,GasA,Y,696,720,1416,2,1,3,6,0,2,484,Y,0,44,0,2010,155000
961,20,7207,Gtl,1Story,5,7,1958,0,858,GasA,Y,858,0,858,1,0,2,4,0,0,0,Y,117,0,0,2010,116500
962,60,12227,Gtl,2Story,6,7,1977,424,1330,GasA,Y,1542,1330,2872,2,1,4,11,1,2,619,Y,550,282,0,2008,272000
